,Read,Predicted,Difference
1645,47.25,107.71,60.459999999999994
1646,94.5,109.67,15.170000000000002
1647,94.5,109.67,15.170000000000002
1648,75.0,88.99,13.989999999999995
1649,76.5,104.44,27.939999999999998
1650,75.0,88.99,13.989999999999995
1651,97.0,124.74,27.739999999999995
1652,81.0,101.36,20.36
1653,174.0,122.34,51.66
1654,130.0,95.18,34.81999999999999
1655,76.5,106.1,29.599999999999994
1656,79.0,102.12,23.120000000000005
1657,76.5,108.19,31.689999999999998
1658,75.0,86.74,11.739999999999995
1659,98.0,100.36,2.3599999999999994
1660,75.0,84.49,9.489999999999995
1661,98.0,95.08,2.9200000000000017
1662,86.0,97.03,11.030000000000001
1663,94.5,109.67,15.170000000000002
1664,94.5,109.67,15.170000000000002
1665,72.5,104.73,32.230000000000004
1666,94.5,109.67,15.170000000000002
1667,86.0,98.86,12.86
1668,63.0,89.11,26.11
1669,94.5,108.97,14.469999999999999
1670,94.5,107.71,13.209999999999994
1671,94.5,109.67,15.170000000000002
1672,35.2,94.95,59.75
1673,86.0,97.03,11.030000000000001
1674,94.5,107.71,13.209999999999994
1675,94.5,109.67,15.170000000000002
1676,94.5,92.53,1.9699999999999989
1677,36.25,89.85,53.599999999999994
1678,94.5,109.67,15.170000000000002
1679,94.5,107.71,13.209999999999994
1680,86.0,97.03,11.030000000000001
1681,86.0,97.03,11.030000000000001
1682,138.5,114.44,24.060000000000002
1683,106.67,89.78,16.89
1684,94.5,109.67,15.170000000000002
1685,94.5,109.67,15.170000000000002
1686,63.0,94.13,31.129999999999995
1687,138.5,114.44,24.060000000000002
1688,94.5,107.71,13.209999999999994
1689,124.0,89.78,34.22
1690,12.0,90.38,78.38
1691,90.0,96.19,6.189999999999998
1692,76.5,102.76,26.260000000000005
1693,55.96,101.38,45.419999999999995
1694,81.0,100.11,19.11
1695,90.0,95.53,5.530000000000001
1696,153.0,122.29,30.709999999999994
1697,98.0,95.0,3.0
1698,80.0,86.06,6.060000000000002
1699,99.0,92.88,6.1200000000000045
1700,75.0,85.7,10.700000000000003
1701,75.0,84.75,9.75
1702,98.0,92.09,5.909999999999997
1703,-0.0,79.32,79.32
1704,-0.0,79.32,79.32
1705,90.0,91.56,1.5600000000000023
1706,90.0,97.42,7.420000000000002
1707,99.0,98.82,0.18000000000000682
1708,80.0,92.65,12.650000000000006
1709,80.0,88.99,8.989999999999995
1710,90.0,96.17,6.170000000000002
1711,90.0,95.25,5.25
1712,67.0,83.67,16.67
1713,76.5,100.55,24.049999999999997
1714,76.5,102.6,26.099999999999994
1715,153.0,115.26,37.739999999999995
1716,90.0,92.41,2.4099999999999966
1717,75.0,86.43,11.430000000000007
1718,62.0,92.39,30.39
1719,62.0,92.39,30.39
1720,62.0,94.23,32.230000000000004
1721,62.0,92.39,30.39
1722,62.0,93.65,31.650000000000006
1723,153.0,117.23,35.769999999999996
1724,62.0,92.39,30.39
1725,62.0,93.65,31.650000000000006
1726,62.0,92.39,30.39
1727,62.0,92.39,30.39
1728,62.0,92.39,30.39
1729,62.0,92.81,30.810000000000002
1730,62.0,92.39,30.39
1731,60.0,89.48,29.480000000000004
1732,62.0,93.65,31.650000000000006
1733,62.0,93.65,31.650000000000006
1734,62.0,92.39,30.39
1735,84.0,98.88,14.879999999999995
1736,84.0,98.88,14.879999999999995
1737,62.0,92.39,30.39
1738,62.0,98.88,36.879999999999995
1739,62.0,92.39,30.39
1740,62.0,92.39,30.39
1741,62.0,94.23,32.230000000000004
1742,62.0,92.39,30.39
1743,62.0,92.39,30.39
1744,60.0,89.48,29.480000000000004
1745,62.0,92.39,30.39
1746,62.0,92.39,30.39
1747,62.0,94.23,32.230000000000004
1748,-0.0,89.32,89.32
1749,90.0,92.05,2.049999999999997
1750,90.0,92.89,2.8900000000000006
1751,90.0,95.8,5.799999999999997
1752,76.5,104.39,27.89
1753,90.0,96.08,6.079999999999998
1754,90.0,94.35,4.349999999999994
1755,90.0,97.07,7.069999999999993
1756,90.0,96.08,6.079999999999998
1757,75.0,93.87,18.870000000000005
1758,75.0,93.87,18.870000000000005
1759,67.0,85.53,18.53
1760,79.0,102.28,23.28
1761,90.0,95.31,5.310000000000002
1762,67.5,89.53,22.03
1763,62.0,94.83,32.83
1764,62.0,95.41,33.41
1765,62.0,94.83,32.83
1766,-0.0,90.5,90.5
1767,62.0,86.99,24.989999999999995
1768,60.0,91.92,31.92
1769,62.0,94.83,32.83
1770,62.0,95.41,33.41
1771,62.0,93.57,31.569999999999993
1772,62.0,95.41,33.41
1773,62.0,86.99,24.989999999999995
1774,62.0,88.25,26.25
1775,62.0,95.41,33.41
1776,62.0,95.41,33.41
1777,62.0,88.25,26.25
1778,62.0,95.41,33.41
1779,62.0,86.99,24.989999999999995
1780,62.0,94.83,32.83
1781,62.0,95.41,33.41
1782,62.0,95.41,33.41
1783,62.0,93.57,31.569999999999993
1784,62.0,93.57,31.569999999999993
1785,62.0,95.41,33.41
1786,60.0,85.23,25.230000000000004
1787,84.0,100.05,16.049999999999997
1788,60.0,93.76,33.760000000000005
1789,62.0,95.41,33.41
1790,62.0,93.57,31.569999999999993
1791,62.0,95.41,33.41
1792,62.0,93.57,31.569999999999993
1793,62.0,95.41,33.41
1794,-0.0,90.5,90.5
1795,153.0,125.72,27.28
1796,62.0,86.99,24.989999999999995
1797,62.0,86.99,24.989999999999995
1798,62.0,88.25,26.25
1799,60.0,85.23,25.230000000000004
1800,62.0,94.08,32.08
1801,60.0,90.66,30.659999999999997
1802,100.0,97.27,2.730000000000004
1803,106.0,94.03,11.969999999999999
1804,75.0,85.7,10.700000000000003
1805,156.0,121.45,34.55
1806,106.0,84.74,21.260000000000005
1807,106.0,84.74,21.260000000000005
1808,156.0,123.71,32.290000000000006
1809,121.0,93.12,27.879999999999995
1810,90.0,93.97,3.969999999999999
1811,97.0,90.54,6.459999999999994
1812,106.0,94.2,11.799999999999997
1813,156.0,125.82,30.180000000000007
1814,12.0,96.06,84.06
1815,60.0,91.92,31.92
1816,62.0,95.41,33.41
1817,62.0,88.25,26.25
1818,60.0,83.97,23.97
1819,62.0,95.41,33.41
1820,97.0,106.2,9.200000000000003
1821,-0.0,104.51,104.51
1822,156.0,125.7,30.299999999999997
1823,-0.0,83.75,83.75
1824,65.0,81.94,16.939999999999998
1825,-0.0,89.83,89.83
1826,151.0,103.11,47.89
1827,106.0,84.77,21.230000000000004
1828,65.0,81.94,16.939999999999998
1829,62.0,93.54,31.540000000000006
1830,62.0,93.54,31.540000000000006
1831,62.0,95.39,33.39
1832,90.0,96.84,6.840000000000003
1833,62.0,93.96,31.959999999999994
1834,62.0,93.54,31.540000000000006
1835,62.0,97.14,35.14
1836,60.0,90.63,30.629999999999995
1837,-0.0,90.46,90.46
1838,62.0,93.54,31.540000000000006
1839,60.0,90.63,30.629999999999995
1840,84.0,100.46,16.459999999999994
1841,62.0,93.54,31.540000000000006
1842,62.0,93.54,31.540000000000006
1843,62.0,87.8,25.799999999999997
1844,62.0,94.8,32.8
1845,62.0,93.54,31.540000000000006
1846,60.0,90.63,30.629999999999995
1847,84.0,100.46,16.459999999999994
1848,62.0,93.54,31.540000000000006
1849,148.0,105.7,42.3
1850,62.0,94.8,32.8
1851,62.0,93.54,31.540000000000006
1852,62.0,87.8,25.799999999999997
1853,62.0,95.39,33.39
1854,65.0,82.65,17.650000000000006
1855,62.0,87.8,25.799999999999997
1856,62.0,93.54,31.540000000000006
1857,84.0,98.46,14.459999999999994
1858,60.0,90.63,30.629999999999995
1859,62.0,95.39,33.39
1860,62.0,93.96,31.959999999999994
1861,62.0,93.54,31.540000000000006
1862,62.0,93.54,31.540000000000006
1863,62.0,93.54,31.540000000000006
1864,-0.0,90.46,90.46
1865,90.0,95.42,5.420000000000002
1866,62.0,93.96,31.959999999999994
1867,99.3,92.77,6.530000000000001
1868,93.0,94.58,1.5799999999999983
1869,90.0,97.93,7.930000000000007
1870,58.9,108.2,49.300000000000004
1871,90.0,96.09,6.090000000000003
1872,75.0,89.98,14.980000000000004
1873,58.9,108.2,49.300000000000004
1874,58.9,108.2,49.300000000000004
1875,110.8,92.16,18.64
1876,153.0,127.55,25.450000000000003
1877,122.0,93.93,28.069999999999993
1878,160.0,107.2,52.8
1879,90.0,94.6,4.599999999999994
1880,80.0,93.56,13.560000000000002
1881,90.0,94.8,4.799999999999997
1882,67.0,82.46,15.459999999999994
1883,79.0,94.48,15.480000000000004
1884,90.0,95.16,5.159999999999997
1885,90.0,96.64,6.640000000000001
1886,105.0,97.55,7.450000000000003
1887,85.29,100.87,15.579999999999998
1888,85.29,101.19,15.899999999999991
1889,82.87,105.72,22.849999999999994
1890,62.8,87.22,24.42
1891,80.0,92.62,12.620000000000005
1892,-0.0,90.17,90.17
1893,75.0,91.95,16.950000000000003
1894,90.0,97.6,7.599999999999994
1895,-0.0,96.29,96.29
1896,96.0,90.62,5.3799999999999955
1897,90.0,97.59,7.590000000000003
1898,81.0,107.48,26.480000000000004
1899,123.5,100.78,22.72
1900,79.0,102.34,23.340000000000003
1901,153.0,129.51,23.49000000000001
1902,76.5,109.4,32.900000000000006
1903,106.0,93.95,12.049999999999997
1904,85.0,85.88,0.8799999999999955
1905,79.9,110.32,30.419999999999987
1906,105.67,95.24,10.430000000000007
1907,75.0,88.05,13.049999999999997
1908,97.77,94.36,3.4099999999999966
1909,156.0,122.14,33.86
1910,67.0,86.3,19.299999999999997
1911,90.0,97.62,7.6200000000000045
1912,106.0,96.82,9.180000000000007
1913,90.0,97.94,7.939999999999998
1914,90.0,95.42,5.420000000000002
1915,90.0,93.59,3.5900000000000034
1916,90.0,93.89,3.8900000000000006
1917,153.0,128.09,24.909999999999997
1918,106.0,84.88,21.120000000000005
1919,90.0,93.59,3.5900000000000034
1920,90.0,96.08,6.079999999999998
1921,96.0,81.33,14.670000000000002
1922,75.0,89.93,14.930000000000007
1923,75.0,88.67,13.670000000000002
1924,153.0,125.46,27.540000000000006
1925,90.0,96.08,6.079999999999998
1926,94.5,108.8,14.299999999999997
1927,94.5,110.78,16.28
1928,94.5,108.8,14.299999999999997
1929,105.0,92.97,12.030000000000001
1930,94.5,108.8,14.299999999999997
1931,94.5,108.8,14.299999999999997
1932,72.5,105.82,33.31999999999999
1933,94.5,110.07,15.569999999999993
1934,94.5,108.8,14.299999999999997
1935,138.5,115.56,22.939999999999998
1936,47.25,93.21,45.959999999999994
1937,94.5,108.8,14.299999999999997
1938,94.5,108.8,14.299999999999997
1939,72.5,105.82,33.31999999999999
1940,94.5,110.78,16.28
1941,94.5,110.07,15.569999999999993
1942,72.5,105.82,33.31999999999999
1943,36.25,105.63,69.38
1944,94.5,108.8,14.299999999999997
1945,94.5,110.07,15.569999999999993
1946,94.5,108.8,14.299999999999997
1947,94.5,110.78,16.28
1948,90.0,92.8,2.799999999999997
1949,94.5,108.8,14.299999999999997
1950,96.0,86.24,9.760000000000005
1951,94.5,108.8,14.299999999999997
1952,94.5,110.07,15.569999999999993
1953,94.5,108.8,14.299999999999997
1954,94.5,108.8,14.299999999999997
1955,121.0,89.94,31.060000000000002
1956,89.0,105.44,16.439999999999998
1957,156.0,120.42,35.58
1958,80.75,105.79,25.040000000000006
1959,97.5,96.24,1.2600000000000051
1960,87.5,93.2,5.700000000000003
1961,99.14,99.95,0.8100000000000023
1962,98.57,98.96,0.39000000000000057
1963,79.0,102.76,23.760000000000005
1964,-0.0,81.96,81.96
1965,79.0,101.81,22.810000000000002
1966,96.0,88.51,7.489999999999995
1967,65.0,87.6,22.599999999999994
1968,79.0,100.58,21.58
1969,90.0,97.4,7.400000000000006
1970,79.0,100.58,21.58
1971,65.0,87.6,22.599999999999994
1972,65.0,86.05,21.049999999999997
1973,65.0,87.45,22.450000000000003
1974,90.0,106.76,16.760000000000005
1975,90.0,106.76,16.760000000000005
1976,90.0,106.76,16.760000000000005
1977,90.0,106.76,16.760000000000005
1978,90.0,106.76,16.760000000000005
1979,90.0,106.76,16.760000000000005
1980,90.0,106.76,16.760000000000005
1981,90.0,106.76,16.760000000000005
1982,90.0,106.76,16.760000000000005
1983,90.0,106.76,16.760000000000005
1984,90.0,106.76,16.760000000000005
1985,90.0,106.76,16.760000000000005
1986,90.0,106.76,16.760000000000005
1987,90.0,106.76,16.760000000000005
1988,90.0,106.76,16.760000000000005
1989,90.0,106.76,16.760000000000005
1990,90.0,106.76,16.760000000000005
1991,90.0,106.76,16.760000000000005
1992,90.0,106.76,16.760000000000005
1993,90.0,106.76,16.760000000000005
1994,90.0,106.76,16.760000000000005
1995,90.0,106.76,16.760000000000005
1996,90.0,106.76,16.760000000000005
1997,90.0,106.76,16.760000000000005
1998,90.0,106.76,16.760000000000005
1999,90.0,106.76,16.760000000000005
2000,90.0,106.76,16.760000000000005
2001,90.0,106.76,16.760000000000005
2002,90.0,106.76,16.760000000000005
2003,90.0,106.76,16.760000000000005
2004,90.0,106.76,16.760000000000005
2005,90.0,106.76,16.760000000000005
2006,90.0,106.76,16.760000000000005
2007,90.0,106.76,16.760000000000005
2008,90.0,106.76,16.760000000000005
2009,90.0,106.76,16.760000000000005
2010,90.0,106.76,16.760000000000005
2011,90.0,106.76,16.760000000000005
2012,90.0,106.76,16.760000000000005
2013,90.0,106.76,16.760000000000005
2014,114.0,84.92,29.08
2015,95.5,91.72,3.780000000000001
2016,99.0,96.23,2.769999999999996
2017,94.0,106.19,12.189999999999998
2018,89.0,96.42,7.420000000000002
2019,110.71,93.66,17.049999999999997
2020,85.0,85.89,0.8900000000000006
2021,65.0,80.73,15.730000000000004
2022,85.0,84.64,0.35999999999999943
2023,85.0,84.64,0.35999999999999943
2024,126.0,100.25,25.75
2025,106.0,90.55,15.450000000000003
2026,105.0,108.4,3.4000000000000057
2027,90.0,110.38,20.379999999999995
2028,80.0,110.54,30.540000000000006
2029,80.0,110.54,30.540000000000006
2030,65.0,80.75,15.75
2031,60.0,90.58,30.58
2032,80.0,110.54,30.540000000000006
2033,80.0,110.54,30.540000000000006
2034,90.0,110.38,20.379999999999995
2035,60.0,90.58,30.58
2036,60.0,90.81,30.810000000000002
2037,60.0,90.58,30.58
2038,60.0,91.84,31.840000000000003
2039,80.0,110.54,30.540000000000006
2040,80.0,110.38,30.379999999999995
2041,80.0,110.54,30.540000000000006
2042,60.0,91.84,31.840000000000003
2043,60.0,90.58,30.58
2044,60.0,90.58,30.58
2045,80.0,110.54,30.540000000000006
2046,155.33,121.91,33.420000000000016
2047,90.0,110.38,20.379999999999995
2048,90.0,91.33,1.3299999999999983
2049,60.0,90.58,30.58
2050,80.0,110.54,30.540000000000006
2051,95.5,80.3,15.200000000000003
2052,-0.0,90.58,90.58
2053,80.0,111.81,31.810000000000002
2054,90.0,110.38,20.379999999999995
2055,105.33,88.99,16.340000000000003
2056,96.33,103.14,6.810000000000002
2057,-0.0,83.3,83.3
2058,105.25,95.03,10.219999999999999
2059,75.0,87.61,12.61
2060,91.25,94.86,3.6099999999999994
2061,155.25,119.17,36.08
2062,101.25,97.44,3.8100000000000023
2063,85.0,86.87,1.8700000000000045
2064,46.54,88.82,42.279999999999994
2065,102.0,94.18,7.819999999999993
2066,92.0,92.28,0.28000000000000114
2067,92.0,93.24,1.2399999999999949
2068,75.0,90.02,15.019999999999996
2069,109.0,97.29,11.709999999999994
2070,92.0,95.9,3.9000000000000057
2071,109.0,97.82,11.180000000000007
2072,109.0,97.29,11.709999999999994
2073,75.0,89.48,14.480000000000004
2074,75.0,87.34,12.340000000000003
2075,85.0,90.1,5.099999999999994
2076,103.13,93.26,9.86999999999999
2077,97.5,92.27,5.230000000000004
2078,95.0,69.76,25.239999999999995
2079,73.15,68.63,4.52000000000001
2080,-0.0,61.87,61.87
2081,-0.0,61.33,61.33
2082,-0.0,59.24,59.24
2083,105.0,69.59,35.41
2084,105.0,66.66,38.34
2085,89.0,89.58,0.5799999999999983
2086,105.0,72.93,32.06999999999999
2087,89.0,93.54,4.540000000000006
2088,165.0,108.01,56.989999999999995
2089,75.0,66.43,8.569999999999993
2090,95.0,73.82,21.180000000000007
2091,105.0,76.85,28.150000000000006
2092,85.5,73.54,11.959999999999994
2093,86.4,76.57,9.830000000000013
2094,76.81,71.73,5.079999999999998
2095,53.85,70.62,16.770000000000003
2096,76.5,75.73,0.769999999999996
2097,116.62,73.44,43.18000000000001
2098,105.0,73.09,31.909999999999997
2099,156.5,87.85,68.65
2100,96.0,80.78,15.219999999999999
2101,114.0,61.99,52.01
2102,134.75,83.93,50.81999999999999
2103,-0.0,62.79,62.79
2104,227.25,120.82,106.43
2105,113.0,77.73,35.269999999999996
2106,105.0,76.75,28.25
2107,134.75,84.08,50.67
2108,98.5,75.98,22.519999999999996
2109,165.0,77.77,87.23
2110,96.0,82.23,13.769999999999996
2111,-0.0,64.04,64.04
2112,95.0,68.46,26.540000000000006
2113,105.0,70.22,34.78
2114,115.0,96.95,18.049999999999997
2115,114.5,76.39,38.11
2116,80.85,77.68,3.1699999999999875
2117,66.53,90.63,24.099999999999994
2118,74.61,90.31,15.700000000000003
2119,97.93,77.33,20.60000000000001
2120,94.5,74.03,20.47
2121,60.0,69.73,9.730000000000004
2122,65.0,60.45,4.549999999999997
2123,65.0,59.93,5.07
2124,103.5,79.54,23.959999999999994
2125,65.0,60.27,4.729999999999997
2126,73.92,83.28,9.36
2127,105.0,73.78,31.22
2128,96.0,86.89,9.11
2129,65.0,60.78,4.219999999999999
2130,105.5,95.07,10.430000000000007
2131,76.81,73.13,3.680000000000007
2132,60.0,71.82,11.819999999999993
2133,60.0,74.44,14.439999999999998
2134,60.0,75.1,15.099999999999994
2135,89.25,79.05,10.200000000000003
2136,76.5,74.66,1.8400000000000034
2137,60.0,71.82,11.819999999999993
2138,60.0,71.82,11.819999999999993
2139,-0.0,70.18,70.18
2140,12.0,76.31,64.31
2141,60.0,73.83,13.829999999999998
2142,60.0,73.51,13.510000000000005
2143,76.5,74.66,1.8400000000000034
2144,60.0,73.83,13.829999999999998
2145,60.0,72.24,12.239999999999995
2146,105.0,71.73,33.269999999999996
2147,76.81,76.31,0.5
2148,60.0,71.82,11.819999999999993
2149,60.0,73.09,13.090000000000003
2150,80.85,77.68,3.1699999999999875
2151,103.05,71.2,31.849999999999994
2152,105.0,67.2,37.8
2153,80.85,76.42,4.429999999999993
2154,83.55,92.86,9.310000000000002
2155,155.0,104.26,50.739999999999995
2156,105.0,69.64,35.36
2157,115.0,64.24,50.760000000000005
2158,155.0,100.43,54.56999999999999
2159,115.0,64.24,50.760000000000005
2160,96.0,98.75,2.75
2161,131.75,98.41,33.34
2162,133.5,73.96,59.540000000000006
2163,105.0,72.44,32.56
2164,114.5,70.24,44.260000000000005
2165,124.5,101.15,23.349999999999994
2166,124.5,101.3,23.200000000000003
2167,95.0,73.42,21.58
2168,123.5,61.46,62.04
2169,174.0,82.76,91.24
2170,89.25,78.15,11.099999999999994
2171,117.67,78.13,39.540000000000006
2172,89.25,77.21,12.040000000000006
2173,117.67,73.4,44.269999999999996
2174,105.0,76.67,28.33
2175,121.33,95.43,25.89999999999999
2176,180.33,105.56,74.77000000000001
2177,117.67,74.23,43.44
2178,140.0,81.78,58.22
2179,117.67,76.34,41.33
2180,95.0,63.47,31.53
2181,90.25,69.39,20.86
2182,84.0,70.76,13.239999999999995
2183,62.83,89.44,26.61
2184,85.0,68.46,16.540000000000006
2185,105.0,71.67,33.33
2186,96.6,77.59,19.00999999999999
2187,122.33,74.46,47.870000000000005
2188,90.51,71.02,19.49000000000001
2189,117.67,73.4,44.269999999999996
2190,117.67,74.82,42.85000000000001
2191,121.33,97.5,23.83
2192,96.0,61.95,34.05
2193,110.0,78.74,31.260000000000005
2194,143.0,67.46,75.54
2195,105.0,71.91,33.09
2196,110.0,80.0,30.0
2197,83.0,76.11,6.890000000000001
2198,110.0,78.74,31.260000000000005
2199,95.0,72.17,22.83
2200,174.0,100.24,73.76
2201,83.0,75.69,7.310000000000002
2202,116.0,81.93,34.06999999999999
2203,80.5,79.02,1.480000000000004
2204,133.0,67.53,65.47
2205,116.0,81.93,34.06999999999999
2206,116.0,81.93,34.06999999999999
2207,124.0,74.77,49.230000000000004
2208,96.0,85.45,10.549999999999997
2209,116.0,80.66,35.34
2210,116.0,82.52,33.480000000000004
2211,116.0,81.93,34.06999999999999
2212,80.5,77.75,2.75
2213,-0.0,94.14,94.14
2214,116.0,82.52,33.480000000000004
2215,116.0,82.52,33.480000000000004
2216,116.0,81.93,34.06999999999999
2217,80.5,77.75,2.75
2218,116.0,82.52,33.480000000000004
2219,116.0,81.93,34.06999999999999
2220,116.0,81.93,34.06999999999999
2221,124.0,75.15,48.849999999999994
2222,124.0,73.71,50.290000000000006
2223,116.0,80.66,35.34
2224,116.0,82.52,33.480000000000004
2225,56.0,82.52,26.519999999999996
2226,116.0,82.52,33.480000000000004
2227,116.0,80.83,35.17
2228,116.0,80.66,35.34
2229,116.0,82.52,33.480000000000004
2230,116.0,82.52,33.480000000000004
2231,116.0,68.98,47.019999999999996
2232,89.25,79.88,9.370000000000005
2233,116.0,81.93,34.06999999999999
2234,116.0,81.93,34.06999999999999
2235,159.0,77.65,81.35
2236,143.0,72.34,70.66
2237,85.17,87.39,2.219999999999999
2238,105.0,75.44,29.560000000000002
2239,105.0,71.91,33.09
2240,110.0,78.74,31.260000000000005
2241,108.0,73.6,34.400000000000006
2242,110.0,78.74,31.260000000000005
2243,158.0,82.66,75.34
2244,83.0,76.95,6.049999999999997
2245,85.17,87.39,2.219999999999999
2246,124.0,65.21,58.790000000000006
2247,-0.0,65.16,65.16
2248,113.0,84.47,28.53
2249,110.5,89.91,20.590000000000003
2250,105.0,75.25,29.75
2251,85.5,69.69,15.810000000000002
2252,113.0,84.47,28.53
2253,90.25,71.02,19.230000000000004
2254,75.6,71.35,4.25
2255,85.17,85.23,0.060000000000002274
2256,76.81,71.58,5.230000000000004
2257,105.0,77.49,27.510000000000005
2258,80.75,71.69,9.060000000000002
2259,75.6,71.35,4.25
2260,45.0,65.28,20.28
2261,78.54,87.75,9.209999999999994
2262,73.15,68.32,4.8300000000000125
2263,78.54,87.75,9.209999999999994
2264,88.83,74.44,14.39
2265,97.33,79.54,17.789999999999992
2266,122.5,82.84,39.66
2267,98.25,82.22,16.03
2268,85.0,70.55,14.450000000000003
2269,124.0,76.65,47.349999999999994
2270,143.0,71.88,71.12
2271,143.0,64.29,78.71
2272,143.0,71.01,71.99
2273,85.0,70.55,14.450000000000003
2274,114.0,61.43,52.57
2275,75.0,64.35,10.650000000000006
2276,133.0,67.88,65.12
2277,124.0,73.93,50.06999999999999
2278,143.0,66.45,76.55
2279,105.0,76.35,28.650000000000006
2280,89.25,80.77,8.480000000000004
2281,-0.0,84.97,84.97
2282,115.0,84.04,30.959999999999994
2283,62.0,72.71,10.709999999999994
2284,62.0,72.71,10.709999999999994
2285,62.0,72.71,10.709999999999994
2286,185.0,101.2,83.8
2287,73.15,69.37,3.780000000000001
2288,62.0,72.71,10.709999999999994
2289,62.0,72.71,10.709999999999994
2290,62.0,72.71,10.709999999999994
2291,62.0,72.71,10.709999999999994
2292,62.0,72.71,10.709999999999994
2293,62.0,72.71,10.709999999999994
2294,95.0,73.01,21.989999999999995
2295,62.0,72.71,10.709999999999994
2296,62.0,72.71,10.709999999999994
2297,62.0,72.71,10.709999999999994
2298,62.0,72.71,10.709999999999994
2299,62.0,72.71,10.709999999999994
2300,62.0,72.71,10.709999999999994
2301,62.0,72.71,10.709999999999994
2302,95.0,73.01,21.989999999999995
2303,120.0,77.18,42.81999999999999
2304,62.0,72.71,10.709999999999994
2305,62.0,72.71,10.709999999999994
2306,62.0,72.71,10.709999999999994
2307,62.0,72.71,10.709999999999994
2308,105.0,70.87,34.129999999999995
2309,62.0,72.71,10.709999999999994
2310,62.0,72.71,10.709999999999994
2311,62.0,72.71,10.709999999999994
2312,62.0,72.71,10.709999999999994
2313,62.0,72.71,10.709999999999994
2314,60.0,69.63,9.629999999999995
2315,115.0,80.43,34.56999999999999
2316,80.85,74.02,6.829999999999998
2317,62.0,72.71,10.709999999999994
2318,105.0,75.05,29.950000000000003
2319,62.0,72.71,10.709999999999994
2320,60.0,69.63,9.629999999999995
2321,62.0,72.71,10.709999999999994
2322,62.0,72.71,10.709999999999994
2323,86.4,76.97,9.430000000000007
2324,165.0,98.6,66.4
2325,95.0,67.57,27.430000000000007
2326,165.0,107.91,57.09
2327,94.5,79.34,15.159999999999997
2328,157.25,99.97,57.28
2329,94.5,79.34,15.159999999999997
2330,69.49,70.32,0.8299999999999983
2331,165.0,105.09,59.91
2332,95.0,70.18,24.819999999999993
2333,165.0,107.91,57.09
2334,60.0,63.19,3.1899999999999977
2335,62.0,72.02,10.019999999999996
2336,62.0,72.02,10.019999999999996
2337,62.0,65.78,3.780000000000001
2338,60.0,61.66,1.6599999999999966
2339,84.0,76.68,7.319999999999993
2340,62.0,72.02,10.019999999999996
2341,62.0,72.02,10.019999999999996
2342,62.0,71.6,9.599999999999994
2343,105.0,76.77,28.230000000000004
2344,60.0,68.53,8.530000000000001
2345,62.0,70.17,8.170000000000002
2346,62.0,72.02,10.019999999999996
2347,62.0,64.53,2.530000000000001
2348,62.0,70.17,8.170000000000002
2349,62.0,72.02,10.019999999999996
2350,62.0,72.02,10.019999999999996
2351,62.0,72.02,10.019999999999996
2352,94.5,73.84,20.659999999999997
2353,62.0,71.23,9.230000000000004
2354,60.0,69.69,9.689999999999998
2355,84.0,76.68,7.319999999999993
2356,62.0,71.77,9.769999999999996
2357,105.0,76.77,28.230000000000004
2358,62.0,64.53,2.530000000000001
2359,-0.0,63.44,63.44
2360,62.0,64.53,2.530000000000001
2361,62.0,64.4,2.4000000000000057
2362,62.0,72.02,10.019999999999996
2363,62.0,72.02,10.019999999999996
2364,-0.0,61.66,61.66
2365,62.0,70.5,8.5
2366,60.0,67.26,7.260000000000005
2367,62.0,72.02,10.019999999999996
2368,62.0,72.02,10.019999999999996
2369,62.0,66.06,4.060000000000002
2370,62.0,72.02,10.019999999999996
2371,62.0,72.02,10.019999999999996
2372,62.0,72.02,10.019999999999996
2373,62.0,64.53,2.530000000000001
2374,62.0,72.02,10.019999999999996
2375,62.0,72.02,10.019999999999996
2376,-0.0,63.29,63.29
2377,62.0,65.36,3.3599999999999994
2378,-0.0,64.4,64.4
2379,122.0,74.45,47.55
2380,110.08,87.6,22.480000000000004
2381,110.17,85.94,24.230000000000004
2382,117.6,75.23,42.36999999999999
2383,116.85,76.32,40.53
2384,105.65,91.93,13.719999999999999
2385,113.14,79.05,34.09
2386,62.0,71.44,9.439999999999998
2387,62.0,72.6,10.599999999999994
2388,62.0,72.02,10.019999999999996
2389,62.0,72.02,10.019999999999996
2390,72.25,73.13,0.8799999999999955
2391,75.0,61.37,13.630000000000003
2392,-0.0,69.67,69.67
2393,75.0,69.67,5.329999999999998
2394,75.0,69.67,5.329999999999998
2395,75.0,70.94,4.060000000000002
2396,75.0,71.52,3.480000000000004
2397,75.0,71.52,3.480000000000004
2398,89.25,77.75,11.5
2399,105.0,73.48,31.519999999999996
2400,75.0,69.67,5.329999999999998
2401,75.0,69.67,5.329999999999998
2402,75.0,70.94,4.060000000000002
2403,75.0,68.03,6.969999999999999
2404,75.0,70.94,4.060000000000002
2405,75.0,71.52,3.480000000000004
2406,75.0,62.21,12.79
2407,75.0,69.67,5.329999999999998
2408,75.0,69.67,5.329999999999998
2409,75.0,70.09,4.909999999999997
2410,75.0,69.67,5.329999999999998
2411,75.0,69.67,5.329999999999998
2412,75.0,70.94,4.060000000000002
2413,75.0,62.73,12.270000000000003
2414,6.0,62.73,56.73
2415,75.0,69.67,5.329999999999998
2416,75.0,69.67,5.329999999999998
2417,75.0,69.67,5.329999999999998
2418,75.0,69.67,5.329999999999998
